refcode	metal	total_charge	multiplicity	elem_nr	m_ox	d_elec	hapticity	CN	geometry	geom_nr	rel_m	splitting
YALHUP	Co	0	3	27	1	8	False	4	Seesaw	9	1.099	-44.53
YALZET	Co	1	4	27	2	7	False	6	Octahedral	18	1.138	-12.78
YANKOQ	Mn	2	6	25	2	5	False	6	Octahedral	18	1.122	-33.16
YANKUW	Fe	2	5	26	2	6	False	6	Octahedral	18	1.135	-6.16
YAPGUS	Ni	0	1	28	2	8	False	4	Square planar	7	0.935	20.62
YAPZIA	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.08	-27.23
YAQBEA	Fe	1	2	26	3	5	False	6	Octahedral	18	0.956	70.48
YAQLOR	Cr	0	3	24	2	4	True	2	Linear	0	1.055	-3.77
YAQMEI	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.071	-19.14
YARTIW	Cr	-3	4	24	3	3	False	6	Octahedral	18	0.974	-43.66
YASHOP	Cr	-2	4	24	3	3	False	6	Octahedral	18	0.951	-47.86
YASHUV	Fe	-2	6	26	3	5	False	6	Octahedral	18	1.026	-23.15
YASPUE	Fe	0	5	26	2	6	False	6	Octahedral	18	1.112	-22.58
YATQER	Cr	0	4	24	3	3	False	6	Octahedral	18	0.937	-21.55
YAWWEZ	Ni	0	1	28	2	8	True	5	Trigonal bipyramidal	13	1.023	48.73
YECRII	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.017	-56.9
YECSIK	Ni	1	3	28	2	8	False	5	Square pyramidal	14	1.063	-15.63
YECSOQ	Mn	1	6	25	2	5	False	5	Trigonal bipyramidal	13	1.068	-47.84
YECSUW	Co	1	4	27	2	7	False	5	Trigonal bipyramidal	13	1.087	-13.83
YEDTAC	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.052	43.84
YEFFOE	Cr	0	4	24	3	3	False	6	Octahedral	18	0.968	-17.9
YEHDUM	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	1.063	-36.87
YEJJIG	Cr	0	4	24	3	3	False	5	Square pyramidal	14	0.919	-34.82
YEJWAM	Cr	0	1	24	0	5	False	6	Octahedral	18	0.861	155.41
YEKLOQ	Cr	0	4	24	3	3	False	6	Octahedral	18	1.012	-21.08
YEKLUW	Cr	0	4	24	3	3	False	6	Octahedral	18	0.972	-20.62
YELWAN	Ni	2	3	28	2	8	False	6	Octahedral	18	1.133	-29.45
YEQTOE	Fe	0	1	26	2	6	False	6	Octahedral	18	0.882	115.39
YEQZID	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.033	-14.2
YETBOP	Co	1	1	27	3	6	False	6	Octahedral	18	0.986	61.82
YETBUV	Co	1	1	27	3	6	False	6	Octahedral	18	0.971	70.33
YETCAC	Co	3	1	27	3	6	False	6	Octahedral	18	1.006	79.14
YETCEG	Co	1	1	27	3	6	False	6	Octahedral	18	0.978	63.48
YETCIK	Co	2	1	27	3	6	False	6	Octahedral	18	0.989	75.12
YETYOM	Ni	-1	2	28	3	7	False	5	Trigonal bipyramidal	13	0.949	25.68
YEWSOI	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.977	-32.71
YEWSUO	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.975	-33.63
YEXVAA	Co	0	1	27	3	6	False	6	Octahedral	18	0.99	91.2
YEXVEE	Co	0	1	27	3	6	False	6	Octahedral	18	1.01	87.01
YEZLEU	Co	0	2	27	2	7	False	6	Octahedral	18	0.991	54.37
YEZYUZ	Cr	0	4	24	3	3	False	6	Octahedral	18	0.98	-21.53
YIBHUM	Mn	-2	6	25	2	5	False	4	Tetrahedral	8	0.973	-73.34
YIJDED	Mn	1	6	25	2	5	False	6	Octahedral	18	1.096	-52.7
YIJGII	Ni	0	1	28	2	8	False	4	Square planar	7	0.915	27.12
YIKVUJ	Cr	1	4	24	3	3	False	6	Octahedral	18	0.953	-35.63
YIKVUM	Co	0	3	27	1	8	False	4	Seesaw	9	1.001	-26.44
YILLAH	Fe	-1	6	26	3	5	False	6	Octahedral	18	1.044	-22.2
YINCOO	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.994	-32.87
YISQAT	Co	0	1	27	3	6	False	6	Octahedral	18	0.977	90.18
YITNAR	Fe	-1	2	26	3	5	False	6	Octahedral	18	0.925	77.05
YITRUO	Fe	1	2	26	3	5	False	5	Square pyramidal	14	0.885	57.53
YITVON	Fe	0	6	26	3	5	False	6	Octahedral	18	1.027	-16.37
YIXFER	Co	0	1	27	1	8	True	5	Trigonal bipyramidal	13	0.967	33.14
YIYDAM	Ni	0	1	28	2	8	False	4	Square planar	7	0.897	34.95
YIZNOL	Mn	0	6	25	2	5	False	4	Seesaw	9	1.065	-56.75
YIZZIR	Co	0	2	27	2	7	True	2	Linear	0	1.089	29.88
YOBCUO	Ni	0	3	28	2	8	False	4	Seesaw	9	1.03	-23.79
YOJKEN	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.076	-37.11
YOJKIR	Cr	-1	4	24	3	3	True	4	Tetrahedral	8	0.999	-22.02
YOJQEU	Ni	0	3	28	2	8	False	4	Tetrahedral	8	0.965	-37.76
YOJQIY	Ni	0	3	28	2	8	False	4	Tetrahedral	8	0.952	-36.63
YOJVOJ	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.965	-42.03
YOLDAG	Ni	-1	1	28	2	8	False	3	T-shaped	6	0.944	20.73
YONHAK	Cr	0	1	24	0	5	True	5	Trigonal bipyramidal	13	1.035	116.44
YONWUT	Mn	-1	6	25	2	5	False	4	Tetrahedral	8	0.97	-71.25
YORSEE	Fe	1	5	26	2	6	False	5	Square pyramidal	14	1.048	-30.77
YOSKAV	Co	0	2	27	2	7	True	2	Linear	0	1.048	39.55
YOWZOB	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.036	-39.08
YOYVOY	Mn	0	6	25	2	5	False	6	Octahedral	18	1.102	-39.81
YOYXES	Ni	0	1	28	2	8	False	4	Square planar	7	0.951	44.88
YOZRAG	Fe	-2	6	26	3	5	False	5	Trigonal bipyramidal	13	0.978	-43.04
YOZYIW	Fe	0	1	26	2	6	False	6	Octahedral	18	0.89	95.44
YOZZET	Fe	0	1	26	2	6	False	6	Octahedral	18	0.93	76.41
YUBDAB	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.989	-44.13
YUDFOS	Mn	0	1	25	1	6	False	6	Octahedral	18	0.847	123.31
YUJZAF	Ni	0	1	28	2	8	False	5	Square pyramidal	14	1.058	19.45
YULMUP	Ni	0	1	28	2	8	False	4	Square planar	7	0.952	33.11
YUMGOF	Fe	0	5	26	2	6	False	5	Trigonal bipyramidal	13	1.077	-40.52
YUMJIB	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.045	-19.68
YURDIY	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.033	53.11
YUXHUV	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.019	53.2
ZALRUZ	Ni	0	1	28	2	8	False	4	Square planar	7	0.961	33.24
ZARXAU	Ni	2	3	28	2	8	False	6	Octahedral	18	1.119	-44.89
ZASROA	Ni	2	1	28	2	8	False	4	Square planar	7	0.986	34.72
ZASRUG	Ni	2	1	28	2	8	False	4	Square planar	7	0.984	34.92
ZATWOI	Cr	1	5	24	2	4	False	5	Trigonal bipyramidal	13	1.026	-44.98
ZAVTUN	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.997	-29.3
ZAXBUX	Cr	0	4	24	3	3	False	6	Octahedral	18	0.946	-39.74
ZAXWUQ	Cr	0	4	24	3	3	False	6	Octahedral	18	0.96	-21.66
ZAXYEC	Cr	1	4	24	3	3	False	6	Octahedral	18	0.977	-21.91
ZAYJOB	Mn	-2	6	25	2	5	False	4	Tetrahedral	8	0.963	-78.44
ZAZNOD	Fe	-1	5	26	2	6	False	4	Tetrahedral	8	0.986	-43.83
ZAZNUJ	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	1.015	-6.6
ZEBCEQ	Mn	0	6	25	2	5	False	7	Capped trigonal prismatic	25	1.17	-52.78
ZEBSAA	Fe	0	1	26	2	6	False	6	Octahedral	18	0.922	54.45
ZEDSOT	Co	0	4	27	2	7	False	5	Trigonal bipyramidal	13	1.102	-13.23
ZEGSOT01	Cr	0	1	24	2	4	True	5	Trigonal bipyramidal	13	0.943	133.1
ZEHMEG	Ni	0	1	28	2	8	False	3	Trigonal planar	3	0.874	23.26
ZEHPAD	Mn	0	6	25	2	5	False	6	Octahedral	18	1.112	-38.96
ZELDAX	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.05	-39.82
ZELWAO	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.035	-74.0
ZENBOJ	Co	-1	1	27	3	6	False	6	Octahedral	18	0.976	53.44
ZEQLUE	Co	1	1	27	3	6	False	6	Octahedral	18	0.962	89.92
ZERDIJ	Mn	0	5	25	3	4	False	5	Square pyramidal	14	0.894	-41.19
ZEWDIO	Co	0	1	27	3	6	False	6	Octahedral	18	0.957	56.34
ZEYWAD	Mn	0	6	25	2	5	False	5	Square pyramidal	14	1.06	-58.37
ZIBNIH	Co	0	4	27	2	7	False	6	Octahedral	18	1.15	-10.4
ZIDKAY	Fe	0	1	26	0	6	True	4	Tetrahedral	8	1.021	98.1
ZILSEU	Ni	2	1	28	2	8	False	4	Square planar	7	1.052	22.59
ZILVUO	Mn	1	1	25	1	6	False	6	Octahedral	18	0.86	127.97
ZILYIC	Fe	0	5	26	2	6	False	6	Octahedral	18	1.113	-25.97
ZILZUP	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.091	-33.39
ZIMBEC	Fe	0	6	26	3	5	False	6	Octahedral	18	1.018	-12.73
ZIMPUG	Co	0	2	27	2	7	False	4	Square planar	7	0.92	29.06
ZIMQAN	Co	0	2	27	2	7	False	4	Square planar	7	0.933	16.47
ZIVLIC	Co	2	2	27	2	7	False	5	Square pyramidal	14	1.002	22.99
ZIXMOI	Co	1	1	27	3	6	False	6	Octahedral	18	0.989	63.94
ZIZHOI	Fe	0	1	26	2	6	False	6	Octahedral	18	0.91	51.06
ZOBQIQ	Co	1	2	27	2	7	False	5	Square pyramidal	14	0.967	33.56
ZOFDAC	Fe	0	6	26	3	5	False	5	Square pyramidal	14	0.977	-21.27
ZOJXOL	Ni	2	3	28	2	8	False	6	Octahedral	18	1.112	-35.59
ZOQXIM	Mn	0	1	25	1	6	True	4	Tetrahedral	8	0.977	126.99
ZOSZIQ	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.025	42.59
ZOTRAB	Co	0	2	27	2	7	False	6	Octahedral	18	1.058	17.29
ZOVTUZ	Cr	0	4	24	3	3	True	3	Trigonal planar	3	1.027	-19.33
ZOVZOB	Cr	0	4	24	3	3	False	6	Octahedral	18	0.976	-22.18
ZOWPAF	Mn	0	5	25	3	4	False	4	Square planar	7	0.95	-67.16
ZOYCUL	Cr	0	5	24	2	4	False	4	Square planar	7	0.988	-82.87
ZOZGEA	Ni	2	3	28	2	8	False	6	Octahedral	18	1.11	-28.05
ZOZPAF	Co	-1	4	27	2	7	False	6	Octahedral	18	1.157	-6.46
ZUJRAZ	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.03	-29.53
ZULGAQ	Fe	-2	6	26	3	5	False	6	Octahedral	18	1.031	-23.78
ZUMCUI	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.012	-33.95
ZUMSEH	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.048	-35.05
ZUNDIN	Ni	0	1	28	2	8	False	5	Square pyramidal	14	1.008	19.16
ZUQLAA	Ni	0	3	28	2	8	False	3	Trigonal planar	3	0.983	-20.91
ZURDEV	Fe	0	1	26	0	6	False	5	Trigonal bipyramidal	13	0.814	142.21
ZUSSUB	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.063	80.56
ZUTHEB	Ni	0	1	28	2	8	False	4	Square planar	7	0.919	28.36
ZUWXUN	Co	0	1	27	1	8	True	3	Trigonal planar	3	0.984	45.15
ZUWYOI	Co	0	1	27	1	8	True	3	Trigonal planar	3	1.026	38.77
ZUYNEM	Fe	0	5	26	2	6	False	5	Trigonal bipyramidal	13	1.113	-40.35
ZUZWEW	Cr	0	4	24	3	3	False	6	Octahedral	18	0.95	-33.04
ZZZAOG01	Co	0	2	27	2	7	False	4	Square planar	7	0.922	36.16
ZZZRXM01	Ni	1	3	28	2	8	False	6	Octahedral	18	1.136	-33.32
ZZZTMK03	Ni	0	1	28	2	8	False	4	Square planar	7	0.936	26.89
